City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,whitehorse,60.7161,-135.0538,43.57,81,100,4.61,CA,1695606060
273,brindisi,40.5833,17.6667,64.76,72,60,14.74,IT,1695606435
274,birobidzhan,48.8,132.95,60.57,62,100,3.0,RU,1695606435
275,mogocha,53.7333,119.7667,47.77,91,100,8.86,RU,1695606435
276,hadibu,12.65,54.0333,79.63,83,34,12.88,YE,1695606267
277,narvik,68.4384,17.4272,48.38,99,100,6.22,NO,1695606435
278,amungan,15.3652,119.9582,85.39,73,94,5.06,PH,1695606436
279,hamamatsu,34.7,137.7333,81.01,52,100,5.99,JP,1695606299
280,siwa oasis,29.2041,25.5195,77.74,40,0,2.42,EG,1695606436
281,kotel'nich,58.3089,48.348,56.32,59,88,9.62,RU,1695606436
282,palmer,42.1584,-72.3287,59.14,82,100,9.22,US,1695606291
283,taro,-8.3862,115.28,71.6,43,85,4.99,ID,1695606436
284,ostersund,63.1792,14.6357,48.65,71,100,10.36,SE,1695606436
285,sinabang,2.4803,96.3801,80.56,79,24,11.27,ID,1695606287
286,port lincoln,-34.7333,135.8667,60.51,63,13,12.21,AU,1695606297
287,ketchikan,55.3422,-131.6461,54.07,94,40,4.61,US,1695606437
288,reggane,26.7158,0.1714,94.93,15,67,14.83,DZ,1695606324
289,nagqu,31.5,92.0,45.97,62,52,10.74,CN,1695606437
290,jalalabad,34.4265,70.4515,74.08,55,0,0.49,AF,1695606437
291,tinajo,29.0788,-13.7081,72.48,64,0,9.22,ES,1695606437
292,okhotsk,59.3833,143.3,48.58,53,4,12.84,RU,1695606437
293,susuman,62.7833,148.1667,34.93,55,93,7.99,RU,1695606262
294,fale old settlement,-9.3852,-171.2468,82.72,80,44,23.0,TK,1695606275
295,new norfolk,-42.7826,147.0587,54.72,86,99,4.09,AU,1695606277
296,dudinka,69.4058,86.1778,36.63,97,100,25.75,RU,1695606311
297,hasaki,35.7333,140.8333,79.29,61,96,15.43,JP,1695606438
298,manismata,-2.4667,111.0333,87.37,56,57,4.79,ID,1695606438
299,gwadar,25.1216,62.3254,80.15,59,1,4.63,PK,1695606438
300,viljandi,58.3639,25.59,46.31,96,38,4.83,EE,1695606438
301,campoverde,-8.4753,-74.8058,83.89,50,99,0.92,PE,1695606438
302,santa elena de uairen,4.6167,-61.1333,69.69,83,82,2.64,VE,1695606317
303,vila velha,-20.3297,-40.2925,76.95,91,0,12.66,BR,1695606438
304,bardai,11.65,7.2333,73.92,82,100,4.05,NG,1695606324
305,garcia,25.8167,-100.5833,94.37,49,0,8.99,MX,1695606438
306,acarau,-2.8856,-40.12,78.71,85,4,15.03,BR,1695606267
307,barra de santo antonio,-9.4047,-35.5072,74.48,87,13,9.33,BR,1695606278
308,shanwei,22.782,115.3475,84.72,68,0,9.98,CN,1695606439
309,cadale,2.7603,46.3222,77.54,84,12,15.55,SO,1695606439
310,udachny,66.4167,112.4,52.45,71,35,9.1,RU,1695606295
311,tvoroyri,61.5556,-6.8111,51.35,99,100,15.03,FO,1695606439
312,muang phonsavan,19.45,103.2167,72.81,78,59,3.2,LA,1695606439
313,pavlovka,52.6897,47.1405,56.12,43,1,2.1,RU,1695606439
314,kayangel,8.0823,134.7173,82.11,82,100,25.43,PW,1695606440
315,wuwei,37.9281,102.6414,60.67,51,99,4.88,CN,1695606315
316,karratha,-20.7377,116.8463,87.48,26,2,15.41,AU,1695606440
317,kupino,54.3663,77.2981,47.59,87,100,7.07,RU,1695606440
318,trondheim,63.4305,10.3951,57.25,84,100,9.78,NO,1695606367
319,port saint john's,-31.6229,29.5448,68.23,95,100,22.28,ZA,1695606440
320,soure,-0.7167,-48.5233,81.59,75,0,14.97,BR,1695606440
321,flying fish cove,-10.4217,105.6791,76.68,83,100,14.97,CX,1695606295
322,pajok,3.8651,32.4821,66.13,98,41,3.51,SS,1695606440
323,tavda,58.0425,65.2726,51.73,95,3,5.84,RU,1695606441
324,minggang,32.4586,114.0486,63.77,94,100,5.97,CN,1695606262
325,vredefort,-27.0081,27.3646,66.2,36,100,22.37,ZA,1695606441
326,anloga,5.7947,0.8973,77.94,88,92,9.62,GH,1695606441
327,cannonvale,-20.2833,148.7,70.99,57,9,17.43,AU,1695606291
328,usinsk,65.9939,57.5281,53.06,96,100,7.83,RU,1695606290
329,hakui,36.8833,136.7833,84.13,65,100,5.68,JP,1695606441
330,portage la prairie,49.9728,-98.2926,61.11,71,100,10.13,CA,1695606441
331,mombetsu,44.3525,143.3525,69.82,52,75,3.44,JP,1695606441
332,tannum sands,-23.9504,151.3693,75.09,46,75,13.8,AU,1695606442
333,melfort,52.8667,-104.6177,61.97,71,74,7.85,CA,1695606325
334,colonia menno,-22.3667,-59.8167,89.37,24,15,9.73,PY,1695606331
335,princeville,45.7668,-61.2985,55.08,92,0,2.3,CA,1695606442
336,bodaybo,57.8506,114.1933,57.18,62,99,1.86,RU,1695606442
337,trairi,-3.2778,-39.2689,79.11,83,23,10.76,BR,1695606005
338,tamanrasset,22.785,5.5228,78.71,11,4,11.5,DZ,1695606279
339,chepo,9.1667,-79.1,78.58,93,100,1.72,PA,1695606442
340,nemuro,43.3236,145.575,63.77,73,88,10.78,JP,1695606310
341,guerrero negro,27.9769,-114.0611,70.52,76,6,19.15,MX,1695606317
342,hirara,24.8,125.2833,86.27,79,40,11.5,JP,1695606290
343,al qadarif,14.0349,35.3834,69.8,87,100,21.85,SD,1695606443
344,santa cruz,-17.8,-63.1667,83.66,65,0,9.22,BO,1695606443
345,chilmari,25.5559,89.6715,76.23,96,100,5.17,BD,1695606443
346,oodweyne,9.4092,45.064,74.61,61,5,12.01,SO,1695606443
347,soio,-6.1349,12.3689,74.7,87,97,8.25,AO,1695606443
348,aras-asan,8.8908,126.3033,86.81,63,29,1.45,PH,1695606443
349,murun-kuren,49.6342,100.1625,45.93,75,100,10.4,MN,1695606443
350,trinity beach,-16.7888,145.6968,77.05,74,40,11.5,AU,1695606444
351,manicore,-5.8092,-61.3003,80.11,68,98,2.28,BR,1695606444
352,cavalaire-sur-mer,43.174,6.5272,57.02,58,9,4.45,FR,1695606444
353,taoudenni,22.6783,-3.9836,94.93,11,27,6.17,ML,1695606332
354,harnai,30.1005,67.9374,74.93,29,0,3.47,PK,1695606444
355,diffa,13.3154,12.6113,85.24,42,54,7.16,NE,1695606444
356,bintulu,3.1667,113.0333,81.01,88,20,5.99,MY,1695606444
357,sao vicente,-23.9631,-46.3919,79.27,93,86,11.32,BR,1695606445
358,bayt lid,32.2609,35.1317,68.92,75,0,3.27,PS,1695606445
359,novo aripuana,-5.1206,-60.3797,84.9,50,77,2.55,BR,1695606445
360,luderitz,-26.6481,15.1594,53.91,77,80,2.64,NA,1695606290
361,kangding,30.0513,101.9603,59.79,92,91,3.42,CN,1695606445
362,miramar beach,30.3744,-86.3586,84.22,60,0,5.75,US,1695606445
363,ylistaro,62.9396,22.5131,47.19,90,58,5.37,FI,1695606445
364,khandyga,62.6667,135.6,41.32,66,9,1.81,RU,1695606296
365,gorodoviki,46.1353,41.9656,61.34,58,0,12.15,RU,1695606446
366,severoural'sk,60.1533,59.952,52.97,72,2,6.51,RU,1695606446
367,codrington,-38.2667,141.9667,60.39,79,68,11.81,AU,1695606446
368,machico,32.7,-16.7667,74.71,87,40,3.44,PT,1695606281
369,nabire,-3.3667,135.4833,77.9,86,100,2.28,ID,1695606446
370,kimbe,-5.5502,150.1429,88.54,62,99,4.41,PG,1695606293
371,nileshwar,12.25,75.1,78.19,85,52,4.29,IN,1695606446
372,kiffa,16.6166,-11.4045,88.84,44,85,9.33,MR,1695606447
373,el idrissia,34.4454,2.5275,70.88,42,10,6.2,DZ,1695606447
374,kasongo-lunda,-6.4667,16.8167,71.87,91,97,1.01,CD,1695606447
375,paungde,18.4833,95.5,82.22,83,15,1.63,MM,1695606447
376,santa ana,33.7456,-117.8678,81.66,70,0,8.05,US,1695606447
377,paris,48.8534,2.3488,57.11,80,0,3.44,FR,1695606279
378,zemio,5.0314,25.1361,67.44,97,91,1.28,CF,1695606447
379,la sarre,48.8002,-79.1996,51.78,68,0,5.5,CA,1695606310
380,poshekhon'ye,58.4993,39.1353,54.59,97,32,7.27,RU,1695606447
381,mbandaka,0.0487,18.2603,70.21,86,96,2.19,CD,1695606448
382,vadso,70.0744,29.7487,44.76,81,100,6.91,NO,1695606284
383,kapuskasing,49.4169,-82.4331,59.09,82,20,8.05,CA,1695606182
384,kutahya,39.4242,29.9833,59.13,51,0,1.99,TR,1695606448
385,gadzhiyevo,69.2551,33.3362,39.78,86,95,10.89,RU,1695606448
386,nizhniy kuranakh,58.8353,125.4869,55.04,78,76,2.8,RU,1695606448
387,swift current,50.2834,-107.8014,65.21,36,0,6.91,CA,1695606448
388,hammerfest,70.6634,23.6821,39.65,93,100,2.3,NO,1695606316
389,cam ranh,11.9214,109.1591,84.16,84,75,2.3,VN,1695606448
390,bamboo flat,11.7,92.7167,77.09,94,75,6.91,IN,1695606449
391,kegeyli shahar,42.7767,59.6078,55.49,34,0,9.55,UZ,1695606449
392,bandarbeyla,9.4942,50.8122,78.33,77,15,21.54,SO,1695606273
393,sur,22.5667,59.5289,82.31,61,20,6.33,OM,1695606284
394,al hudaydah,14.7978,42.9545,88.39,66,46,9.78,YE,1695606449
395,gadani,25.1185,66.7299,80.82,76,15,6.98,PK,1695606449
396,lompoc,34.6391,-120.4579,68.77,75,0,9.22,US,1695606281
397,san pedro,14.35,121.0167,87.26,80,75,3.0,PH,1695606304
398,mossel bay,-34.1831,22.146,58.71,84,41,7.63,ZA,1695606290
399,barquisimeto,10.0739,-69.3228,72.46,93,100,8.84,VE,1695606449
400,boldumsaz,42.1282,59.671,57.25,43,0,9.37,TM,1695606450
401,kincardine,56.0667,-3.7167,58.57,88,59,18.77,GB,1695606450
402,kuqa,41.7278,82.9364,60.37,51,6,4.14,CN,1695606450
403,dabat,12.9842,37.765,53.82,78,100,0.54,ET,1695606450
404,baise city,23.8997,106.6133,84.97,74,11,1.05,CN,1695606270
405,bojnurd,37.4747,57.329,48.15,46,0,0.0,IR,1695606450
406,tukzar,35.9483,66.4213,52.39,40,0,2.28,AF,1695606450
407,xining,36.6167,101.7667,51.67,80,99,3.8,CN,1695606252
408,timimoun,29.2639,0.231,84.58,23,0,11.5,DZ,1695606450
409,yanbu,24.0891,38.0637,93.24,55,20,4.61,SA,1695606451
410,holyhead,53.3062,-4.6321,60.8,88,100,27.63,GB,1695606451
411,glace bay,46.1969,-59.957,55.58,90,40,5.75,CA,1695606451
412,stepnoye,51.4,46.8667,60.67,43,10,4.16,RU,1695606451
413,west frankfort,37.8978,-88.9315,68.04,86,75,6.91,US,1695606451
414,kapoeta,4.7717,33.5903,80.22,55,96,2.37,SS,1695606451
415,miracema do tocantins,-9.5618,-48.3967,88.27,35,84,1.72,BR,1695606451
416,sao paulo de olivenca,-3.3783,-68.8725,77.13,82,9,2.68,BR,1695606452
417,kununurra,-15.7667,128.7333,89.58,45,30,9.22,AU,1695606452
418,kokopo,-4.352,152.2633,78.93,88,100,13.0,PG,1695606307
419,fuxin,42.0156,121.6589,66.43,66,100,7.16,CN,1695606449
420,juneau,58.3019,-134.4197,47.41,97,100,0.0,US,1695606258
421,haparanda,65.8355,24.1368,37.45,87,45,12.17,SE,1695606452
422,las heras,-46.5419,-68.9359,43.99,52,3,8.75,AR,1695606047
423,cill airne,52.05,-9.5167,55.81,89,86,13.76,IE,1695606452
424,portland,45.5234,-122.6762,60.84,90,100,17.27,US,1695605854
425,sinhyeon,34.8825,128.6267,75.09,77,100,13.69,KR,1695606453
426,linjiang,41.8069,126.9078,62.51,72,100,2.42,CN,1695606453
427,cheney,47.4874,-117.5758,64.74,49,100,9.22,US,1695606453
428,luwuk,-0.9516,122.7875,85.44,56,41,8.08,ID,1695606343
429,dalandzadgad,43.5708,104.425,53.08,56,44,16.93,MN,1695606274
430,choyr,46.3611,108.3611,52.03,57,100,6.04,MN,1695606227
431,al kharijah,25.4514,30.5464,79.36,25,0,7.72,EG,1695606453
432,kachug,53.9606,105.8817,49.01,93,100,3.67,RU,1695606453
433,arteche,12.2645,125.4048,83.86,80,81,7.34,PH,1695606277
434,anatuya,-28.4606,-62.8347,70.11,60,96,15.84,AR,1695606454
435,astaneh-ye ashrafiyeh,37.2596,49.9444,65.19,78,17,4.52,IR,1695606454
436,ta`u,-14.2336,-169.5144,77.95,70,87,24.92,AS,1695606283
437,dakhla,23.6848,-15.958,68.68,85,100,17.54,EH,1695606454
438,romanovo,52.6182,81.2271,44.35,92,100,5.95,RU,1695606454
439,ponta delgada,37.7333,-25.6667,63.32,77,20,3.44,PT,1695606333
440,sinop,41.7711,34.8709,58.8,83,0,2.19,TR,1695606277
441,itoman,26.1247,127.6694,86.4,81,40,13.8,JP,1695606308
442,peterborough,52.5736,-0.2478,63.36,77,100,17.27,GB,1695606340
443,malvan,16.0667,73.4667,79.41,85,100,4.9,IN,1695606455
444,puerto deseado,-47.7503,-65.8938,45.36,61,87,9.22,AR,1695606046
445,chiredzi,-21.05,31.6667,69.76,67,1,6.29,ZW,1695606455
446,labytnangi,66.6572,66.4183,55.74,85,100,10.18,RU,1695606455
447,castillos,-34.1667,-53.8333,50.29,65,99,8.03,UY,1695606317
448,east ballina,-28.8667,153.5833,68.95,49,49,7.2,AU,1695606455
449,oltiariq,40.3919,71.4742,56.95,28,0,1.7,UZ,1695606455
450,ambalangoda,6.2355,80.0538,79.66,87,94,9.91,LK,1695606455
451,egilsstadir,65.2653,-14.3948,42.71,93,100,14.97,IS,1695606333
452,iaciara,-14.0958,-46.6317,84.27,22,50,2.95,BR,1695606456
453,fockbek,54.3,9.6,56.08,90,5,8.05,DE,1695606456
454,prince rupert,54.3161,-130.3201,64.49,64,0,12.66,CA,1695606221
455,paramonga,-10.6667,-77.8333,66.11,87,68,10.07,PE,1695606456
456,dryden,49.7833,-92.7503,61.09,63,100,9.22,CA,1695606310
457,kita,13.0349,-9.4895,74.3,84,10,2.33,ML,1695606456
458,ausa,41.9271,2.2497,63.28,94,14,2.55,ES,1695606456
459,murghob,38.1702,73.9667,39.52,20,100,4.0,TJ,1695606275
460,as pontes de garcia rodriguez,43.4527,-7.8518,62.91,83,99,1.3,ES,1695606456
461,huarmey,-10.0681,-78.1522,67.59,84,57,10.42,PE,1695606327
462,preobrazheniye,42.9019,133.9064,64.29,51,100,4.81,RU,1695606457
463,villafranca tirrena,38.2401,15.4374,69.85,84,47,7.45,IT,1695606457
464,ola,59.5833,151.2833,46.15,81,100,10.16,RU,1695606323
465,carauari,-4.8828,-66.8958,77.58,77,22,2.62,BR,1695606457
466,la ronge,55.1001,-105.2842,64.65,68,75,5.75,CA,1695606289
467,keelung,25.1283,121.7419,94.05,70,0,7.34,TW,1695606457
468,soltepec,19.1167,-97.7,56.98,73,9,7.56,MX,1695606457
469,kill devil hills,36.0307,-75.676,73.42,91,0,4.61,US,1695606325
470,minot air force base,48.4209,-101.3391,60.98,96,100,10.36,US,1695606457
471,daru,-9.0763,143.2092,76.82,85,100,15.21,PG,1695606330
472,rockland,41.1668,-74.0496,61.65,95,100,11.03,US,1695606041
473,tocoa,15.6833,-86.0,75.78,95,54,1.34,HN,1695606458
474,dokuchayevs'k,47.7477,37.6738,59.85,48,0,8.57,UA,1695606458
475,natal,-5.795,-35.2094,77.22,88,20,5.75,BR,1695606458
476,port augusta,-32.5,137.7667,74.16,38,8,15.95,AU,1695606458
477,kavaratti,10.5669,72.642,82.47,75,75,14.23,IN,1695606300
478,vanimo,-2.6741,141.3028,84.47,70,81,2.71,PG,1695606458
479,mersing,2.4312,103.8405,76.91,94,20,0.0,MY,1695606458
480,kropyvnytskyi,48.5132,32.2597,60.8,44,3,5.5,UA,1695606458
481,el nido,11.1858,119.3956,83.68,76,99,10.8,PH,1695606459
482,tromso,69.6496,18.957,44.62,87,100,10.36,NO,1695606459
483,paphos,34.7667,32.4167,73.18,33,0,6.91,CY,1695606459
484,grand falls-windsor,48.9332,-55.6649,51.51,92,100,5.26,CA,1695606283
485,hithadhoo,-0.6,73.0833,81.95,76,99,9.89,MV,1695606262
486,villa gesell,-37.2639,-56.973,48.06,61,93,8.01,AR,1695606459
487,yandev,7.3667,9.05,73.6,94,100,5.57,NG,1695606459
488,opuwo,-18.0607,13.84,60.69,26,3,3.71,NA,1695606301
489,berdigestyakh,62.0989,126.6992,44.55,61,100,2.1,RU,1695606459
490,sarupathar,26.1984,93.8094,78.69,90,37,1.45,IN,1695606459
491,aglona,56.1333,27.0167,45.75,96,0,3.78,LV,1695606460
492,amga,60.8953,131.9608,47.53,55,17,1.57,RU,1695606460
493,rundu,-17.9333,19.7667,72.28,25,37,7.92,NA,1695606460
494,sirpur,19.4833,79.6,77.16,92,100,2.77,IN,1695606460
495,uttaradit,17.6667,100.5,79.99,77,81,0.85,TH,1695606460
496,tofol,5.3248,163.0078,87.58,70,75,3.44,FM,1695606297
497,mubende,0.5606,31.39,60.06,98,71,1.88,UG,1695606460
498,breckenridge,32.7557,-98.9023,91.6,38,0,4.61,US,1695606460
499,sandnessjoen,66.0217,12.6316,41.52,72,76,13.33,NO,1695606295
500,siverek,37.755,39.3167,75.0,23,0,2.71,TR,1695606461
501,calvi,42.5,8.8333,54.23,63,0,5.75,FR,1695606461
502,kharabali,47.4196,47.2568,63.01,51,100,8.88,RU,1695606461
503,colonel hill,22.7667,-74.2167,84.96,79,100,16.44,BS,1695606461
504,holualoa,19.6228,-155.9522,78.64,79,75,11.5,US,1695606293
505,zilair,52.2332,57.4392,52.25,87,1,2.86,RU,1695606461
506,san pedro del parana,-26.8333,-56.2,76.19,87,3,5.57,PY,1695606461
507,garhi khairo,28.0606,67.9803,80.92,47,0,2.84,PK,1695606461
508,ilabaya,-17.4208,-70.5133,66.74,50,52,1.9,PE,1695606462
509,nguigmi,14.2495,13.1092,88.14,40,74,7.09,NE,1695606462
510,kapa'a,22.0752,-159.319,85.98,66,40,14.97,US,1695606303
511,tubarjal,30.4999,38.216,76.06,46,0,10.74,SA,1695606462
512,tucuma,-0.1833,-50.05,79.11,81,2,7.78,BR,1695606462
513,victorica,-36.2151,-65.4359,53.33,65,92,3.6,AR,1695606462
514,kandyagash,49.4744,57.4233,57.42,56,0,3.62,KZ,1695606462
515,tsiombe,-25.3,45.4833,66.67,94,0,2.84,MG,1695606291
516,basco,20.4487,121.9702,84.16,75,15,15.01,PH,1695606463
517,darwin,-12.4611,130.8418,89.89,56,40,2.3,AU,1695606463
518,kristiansund,63.1115,7.732,57.85,58,75,5.75,NO,1695606463
519,quartu sant'elena,39.2419,9.1839,64.0,72,0,5.75,IT,1695606463
520,bahia de caraquez,-0.6,-80.4167,75.38,82,95,8.88,EC,1695606463
521,qobustan,40.0824,49.412,70.14,44,43,5.48,AZ,1695606463
522,ouani,-12.1322,44.4258,76.26,78,7,7.43,KM,1695606463
523,sainte-marie,-20.8968,55.5496,71.73,76,0,9.22,RE,1695606463
524,touros,-5.1989,-35.4608,78.1,80,1,15.79,BR,1695606305
525,gujrat,32.5728,74.079,73.36,77,27,4.99,PK,1695606464
526,upington,-28.4478,21.2561,48.58,66,20,12.66,ZA,1695606464
527,virginia,37.5481,-77.4467,67.98,94,100,3.44,US,1695606250
528,westerland,54.9079,8.3033,57.22,82,39,17.27,DE,1695606464
529,kuraymah,18.55,31.85,87.64,20,4,8.39,SD,1695606464
530,pilar,-9.5972,-35.9567,73.33,96,29,3.87,BR,1695606464
531,olyokminsk,60.3736,120.4264,57.6,68,12,1.01,RU,1695606308
532,boguchany,58.3814,97.4531,40.68,77,96,1.36,RU,1695606464
533,rampura,30.25,75.2333,78.46,76,0,7.74,IN,1695606464
534,al majaridah,19.1236,41.9111,88.2,40,0,2.06,SA,1695606464
535,barra do garcas,-15.89,-52.2567,84.04,35,3,0.45,BR,1695606465
536,mejit,10.2753,170.8646,83.26,78,99,20.6,MH,1695606281
537,ebon,4.582,168.6964,84.76,70,76,7.65,MH,1695606465
538,toliara,-23.35,43.6667,69.3,71,0,6.04,MG,1695606299
539,merizo village,13.2658,144.6691,87.53,89,37,7.09,GU,1695606465
540,kurkino,53.4257,38.6582,56.68,51,11,7.36,RU,1695606465
541,pointe aux piments,-20.0628,57.5131,72.16,70,3,15.3,MU,1695606465
542,ha tinh,18.3333,105.9,77.72,92,100,9.64,VN,1695606465
543,corn island,12.1694,-83.0418,84.52,77,68,9.42,NI,1695606465
544,greenland,43.0362,-70.8328,60.12,90,100,3.44,US,1695606466
545,jeddah,21.5169,39.2192,84.06,89,1,6.91,SA,1695606466
546,rumbek,6.802,29.6912,69.96,98,100,3.4,SS,1695606466
